2025-12-17T05:37:26.528Z [debug]: Order 6725025562817 (Date: 2025-10-02): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:26.528Z [debug]: Order 6725142184129 (Date: 2025-10-02): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:26.528Z [debug]: Order 6725532057793 (Date: 2025-10-02): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:26.528Z [debug]: Order 6725716082881 (Date: 2025-10-02): Payment Gateways: [Gokwik Netbanking] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:26.529Z [debug]: Order 6725733056705 (Date: 2025-10-02): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:26.529Z [debug]: Order 6725858361537 (Date: 2025-10-02): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:26.529Z [debug]: Order 6726153339073 (Date: 2025-10-02): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:34.021Z [debug]: Order 6490777714848 (Date: 2025-10-02): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:34.021Z [debug]: Order 6490828996768 (Date: 2025-10-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:34.021Z [debug]: Order 6490933723296 (Date: 2025-10-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:34.021Z [debug]: Order 6491009679520 (Date: 2025-10-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:34.022Z [debug]: Order 6491285520544 (Date: 2025-10-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:34.022Z [debug]: Order 6491396309152 (Date: 2025-10-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:34.022Z [debug]: Order 6491397783712 (Date: 2025-10-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:39.230Z [debug]: Order 6725025562817 (Date: 2025-10-02): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:39.230Z [debug]: Order 6725142184129 (Date: 2025-10-02): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:39.230Z [debug]: Order 6725532057793 (Date: 2025-10-02): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:39.230Z [debug]: Order 6725716082881 (Date: 2025-10-02): Payment Gateways: [Gokwik Netbanking] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:39.230Z [debug]: Order 6725733056705 (Date: 2025-10-02): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:39.230Z [debug]: Order 6725858361537 (Date: 2025-10-02): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:39.231Z [debug]: Order 6726153339073 (Date: 2025-10-02): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
