2025-12-10T18:17:00.016Z [debug]: Order 5762819686635 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.016Z [debug]: Order 5762835022059 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.016Z [debug]: Order 5762853699819 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.016Z [debug]: Order 5762887450859 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.016Z [debug]: Order 5762973532395 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.016Z [debug]: Order 5763039232235 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.016Z [debug]: Order 5763173220587 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.016Z [debug]: Order 5763183706347 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.016Z [debug]: Order 5763226435819 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.016Z [debug]: Order 5763231056107 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.016Z [debug]: Order 5763245637867 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.017Z [debug]: Order 5763257991403 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.017Z [debug]: Order 5763273621739 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.017Z [debug]: Order 5763281879275 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.017Z [debug]: Order 5763282108651 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.181Z [debug]: Order 5763290923243 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:00.181Z [debug]: Order 5763291447531 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.182Z [debug]: Order 5763299082475 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.182Z [debug]: Order 5763323232491 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.182Z [debug]: Order 5763333456107 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.182Z [debug]: Order 5763338830059 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.182Z [debug]: Order 5763352756459 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.182Z [debug]: Order 5763364847851 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.183Z [debug]: Order 5763369238763 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.183Z [debug]: Order 5763373924587 (Date: 2024-05-29): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.183Z [debug]: Order 5763455647979 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.183Z [debug]: Order 5763514826987 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.183Z [debug]: Order 5763589865707 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.183Z [debug]: Order 5763757736171 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.184Z [debug]: Order 5763767009515 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:00.184Z [debug]: Order 5763772154091 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.184Z [debug]: Order 5763788472555 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.350Z [debug]: Order 5763861577963 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.350Z [debug]: Order 5763994812651 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.351Z [debug]: Order 5764036034795 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.351Z [debug]: Order 5764058939627 (Date: 2024-05-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:00.351Z [debug]: Order 5764075127019 (Date: 2024-05-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
