2025-12-17T05:35:40.281Z [debug]: Order 6134685434049 (Date: 2024-10-15): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:40.282Z [debug]: Order 6135191732417 (Date: 2024-10-15): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:40.282Z [debug]: Order 6135440408769 (Date: 2024-10-15): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:34.334Z [debug]: Order 6030925889696 (Date: 2024-10-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:34.517Z [debug]: Order 6030997979296 (Date: 2024-10-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:48:34.518Z [debug]: Order 6031275360416 (Date: 2024-10-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:34.518Z [debug]: Order 6031350694048 (Date: 2024-10-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:34.518Z [debug]: Order 6031364358304 (Date: 2024-10-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:55.763Z [debug]: Order 6134685434049 (Date: 2024-10-15): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:55.763Z [debug]: Order 6135191732417 (Date: 2024-10-15): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:55.763Z [debug]: Order 6135440408769 (Date: 2024-10-15): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
