2025-12-10T18:14:40.980Z [debug]: Order 5557867774187 (Date: 2023-12-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:41.139Z [debug]: Order 5557921513707 (Date: 2023-12-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:41.139Z [debug]: Order 5557972893931 (Date: 2023-12-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:41.140Z [debug]: Order 5558223470827 (Date: 2023-12-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:41.140Z [debug]: Order 5558343500011 (Date: 2023-12-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:41.140Z [debug]: Order 5558389735659 (Date: 2023-12-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:41.140Z [debug]: Order 5558401728747 (Date: 2023-12-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:41.140Z [debug]: Order 5558405955819 (Date: 2023-12-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:41.140Z [debug]: Order 5558415261931 (Date: 2023-12-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:41.140Z [debug]: Order 5558449766635 (Date: 2023-12-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:41.140Z [debug]: Order 5558452191467 (Date: 2023-12-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:41.291Z [debug]: Order 5558476144875 (Date: 2023-12-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:41.292Z [debug]: Order 5558479225067 (Date: 2023-12-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:41.292Z [debug]: Order 5558480634091 (Date: 2023-12-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
