2025-12-10T18:23:31.954Z [debug]: Order 6459080245483 (Date: 2025-09-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:32.133Z [debug]: Order 6459088109803 (Date: 2025-09-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:32.134Z [debug]: Order 6459095908587 (Date: 2025-09-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:32.134Z [debug]: Order 6459100594411 (Date: 2025-09-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:32.134Z [debug]: Order 6459113144555 (Date: 2025-09-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:32.134Z [debug]: Order 6459122254059 (Date: 2025-09-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:32.135Z [debug]: Order 6459124383979 (Date: 2025-09-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:32.135Z [debug]: Order 6459268563179 (Date: 2025-09-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:32.135Z [debug]: Order 6459286421739 (Date: 2025-09-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:32.135Z [debug]: Order 6459334197483 (Date: 2025-09-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:32.135Z [debug]: Order 6459394851051 (Date: 2025-09-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:32.136Z [debug]: Order 6459517042923 (Date: 2025-09-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:32.136Z [debug]: Order 6459527233771 (Date: 2025-09-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:32.317Z [debug]: Order 6459544797419 (Date: 2025-09-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:32.317Z [debug]: Order 6459548369131 (Date: 2025-09-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:32.317Z [debug]: Order 6459556823275 (Date: 2025-09-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
