2025-12-10T18:24:30.507Z [debug]: Order 6613892333803 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.507Z [debug]: Order 6614698819819 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.507Z [debug]: Order 6614703243499 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.507Z [debug]: Order 6614729294059 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.507Z [debug]: Order 6614815211755 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.507Z [debug]: Order 6614821241067 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.507Z [debug]: Order 6614902112491 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.508Z [debug]: Order 6614907683051 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.508Z [debug]: Order 6615062249707 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.508Z [debug]: Order 6615101145323 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.508Z [debug]: Order 6615251091691 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.508Z [debug]: Order 6615365484779 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.508Z [debug]: Order 6615433511147 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.508Z [debug]: Order 6615472242923 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.508Z [debug]: Order 6615490593003 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.508Z [debug]: Order 6615499997419 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.508Z [debug]: Order 6615570383083 (Date: 2025-12-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:32:57.930Z [debug]: Order 7009123139894 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:57.930Z [debug]: Order 7010188951862 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:57.931Z [debug]: Order 7010220572982 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:57.931Z [debug]: Order 7010360230198 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:58.129Z [debug]: Order 7010660254006 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:32:58.130Z [debug]: Order 7010787066166 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:58.130Z [debug]: Order 7010801123638 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:58.130Z [debug]: Order 7011061563702 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:58.130Z [debug]: Order 7011157082422 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:58.130Z [debug]: Order 7011266003254 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:58.131Z [debug]: Order 7011329147190 (Date: 2025-12-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:32:58.131Z [debug]: Order 7011356016950 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:10:13.356Z [debug]: Order 6286614134973 (Date: 2025-12-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:10:13.537Z [debug]: Order 6287305212093 (Date: 2025-12-08): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-11T04:10:13.537Z [debug]: Order 6287681224893 (Date: 2025-12-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:13:40.069Z [debug]: Order 5928668168426 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:13:40.070Z [debug]: Order 5928705491178 (Date: 2025-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:13:40.070Z [debug]: Order 5928745009386 (Date: 2025-12-08): Payment Gateways: [Razorpay] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-11T04:17:23.440Z [debug]: Order 6782688690483 (Date: 2025-12-08): Payment Gateways: [GoKwik Cash on Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:17:23.440Z [debug]: Order 6786030862643 (Date: 2025-12-08): Payment Gateways: [GoKwik Cash on Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
