2025-12-10T18:22:59.748Z [debug]: Order 6042713063659 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:22:59.936Z [debug]: Order 6042981826795 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:22:59.936Z [debug]: Order 6043114143979 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:22:59.936Z [debug]: Order 6043152548075 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:22:59.936Z [debug]: Order 6043212480747 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:22:59.936Z [debug]: Order 6043220869355 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:22:59.936Z [debug]: Order 6043222606059 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:22:59.936Z [debug]: Order 6043227029739 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:22:59.937Z [debug]: Order 6043233812715 (Date: 2024-12-22): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-10T18:23:00.122Z [debug]: Order 6043234959595 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:00.122Z [debug]: Order 6043242037483 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.310Z [debug]: Order 6043257307371 (Date: 2024-12-22): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:00.311Z [debug]: Order 6043259732203 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.311Z [debug]: Order 6043267268843 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.311Z [debug]: Order 6043270250731 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.312Z [debug]: Order 6043284537579 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.312Z [debug]: Order 6043287879915 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.312Z [debug]: Order 6043294466283 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.312Z [debug]: Order 6043308032235 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.313Z [debug]: Order 6043349975275 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:00.313Z [debug]: Order 6043360461035 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.313Z [debug]: Order 6043364425963 (Date: 2024-12-22): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:00.313Z [debug]: Order 6043365769451 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.313Z [debug]: Order 6043379433707 (Date: 2024-12-22): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.314Z [debug]: Order 6043397914859 (Date: 2024-12-22): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.314Z [debug]: Order 6043405156587 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.315Z [debug]: Order 6043411546347 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.316Z [debug]: Order 6043421671659 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.316Z [debug]: Order 6043429273835 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.316Z [debug]: Order 6043431731435 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.317Z [debug]: Order 6043474591979 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.508Z [debug]: Order 6043492548843 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:00.697Z [debug]: Order 6043497922795 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:00.697Z [debug]: Order 6043500183787 (Date: 2024-12-22): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:00.888Z [debug]: Order 6043501428971 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:00.888Z [debug]: Order 6043512045803 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.889Z [debug]: Order 6043530297579 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:00.889Z [debug]: Order 6043539734763 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:01.076Z [debug]: Order 6043539931371 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:01.077Z [debug]: Order 6043548188907 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:01.077Z [debug]: Order 6043555234027 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:01.078Z [debug]: Order 6043563098347 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:01.078Z [debug]: Order 6043566375147 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:01.079Z [debug]: Order 6043571978475 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:01.079Z [debug]: Order 6043600158955 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:01.079Z [debug]: Order 6043632795883 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:01.079Z [debug]: Order 6043653341419 (Date: 2024-12-22): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:01.079Z [debug]: Order 6043670708459 (Date: 2024-12-22): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
