2025-12-17T05:35:36.817Z [debug]: Order 5844828913857 (Date: 2024-04-12): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:36.817Z [debug]: Order 5844837466305 (Date: 2024-04-12): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:36.817Z [debug]: Order 5845652439233 (Date: 2024-04-12): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:36.818Z [debug]: Order 5845676097729 (Date: 2024-04-12): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:19.777Z [debug]: Order 5738425024672 (Date: 2024-04-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.777Z [debug]: Order 5738440949920 (Date: 2024-04-12): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:19.777Z [debug]: Order 5738691821728 (Date: 2024-04-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.778Z [debug]: Order 5738695360672 (Date: 2024-04-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.778Z [debug]: Order 5738802512032 (Date: 2024-04-12): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:19.778Z [debug]: Order 5738934042784 (Date: 2024-04-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.778Z [debug]: Order 5739221483680 (Date: 2024-04-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.779Z [debug]: Order 5739282956448 (Date: 2024-04-12): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:50.918Z [debug]: Order 5844828913857 (Date: 2024-04-12): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:50.918Z [debug]: Order 5844837466305 (Date: 2024-04-12): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:50.919Z [debug]: Order 5845652439233 (Date: 2024-04-12): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:50.920Z [debug]: Order 5845676097729 (Date: 2024-04-12): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
