2025-12-17T05:37:28.067Z [debug]: Order 6323513655489 (Date: 2025-02-12): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:28.067Z [debug]: Order 6323549601985 (Date: 2025-02-12): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:28.067Z [debug]: Order 6324025426113 (Date: 2025-02-12): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:28.067Z [debug]: Order 6324396654785 (Date: 2025-02-12): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:06.997Z [debug]: Order 6189261095072 (Date: 2025-02-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:06.997Z [debug]: Order 6189293207712 (Date: 2025-02-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:07.193Z [debug]: Order 6189404356768 (Date: 2025-02-12): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:07.193Z [debug]: Order 6189435322528 (Date: 2025-02-12): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:07.193Z [debug]: Order 6189476413600 (Date: 2025-02-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:07.194Z [debug]: Order 6189510459552 (Date: 2025-02-12): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:07.194Z [debug]: Order 6189715423392 (Date: 2025-02-12): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:07.194Z [debug]: Order 6189847249056 (Date: 2025-02-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:41.003Z [debug]: Order 6323513655489 (Date: 2025-02-12): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:41.003Z [debug]: Order 6323549601985 (Date: 2025-02-12): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:41.003Z [debug]: Order 6324025426113 (Date: 2025-02-12): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:41.003Z [debug]: Order 6324396654785 (Date: 2025-02-12): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
