2025-12-10T18:18:34.316Z [debug]: Order 5981699768555 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:34.316Z [debug]: Order 5981745185003 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:34.316Z [debug]: Order 5981814948075 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:34.505Z [debug]: Order 5981905617131 (Date: 2024-11-07): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:34.506Z [debug]: Order 5982025908459 (Date: 2024-11-07): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:34.699Z [debug]: Order 5982031085803 (Date: 2024-11-07): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:34.700Z [debug]: Order 5982036918507 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:34.700Z [debug]: Order 5982038556907 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:34.700Z [debug]: Order 5982072242411 (Date: 2024-11-07): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:34.700Z [debug]: Order 5982075781355 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:34.886Z [debug]: Order 5982084464875 (Date: 2024-11-07): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:35.074Z [debug]: Order 5982092919019 (Date: 2024-11-07): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:35.074Z [debug]: Order 5982106976491 (Date: 2024-11-07): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:35.074Z [debug]: Order 5982107173099 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.075Z [debug]: Order 5982109139179 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.075Z [debug]: Order 5982109335787 (Date: 2024-11-07): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:35.075Z [debug]: Order 5982117036267 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.075Z [debug]: Order 5982118969579 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.076Z [debug]: Order 5982120607979 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.076Z [debug]: Order 5982127620331 (Date: 2024-11-07): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:35.076Z [debug]: Order 5982131126507 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.076Z [debug]: Order 5982136500459 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.076Z [debug]: Order 5982139973867 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.076Z [debug]: Order 5982143119595 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.077Z [debug]: Order 5982143480043 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.077Z [debug]: Order 5982143938795 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:35.077Z [debug]: Order 5982150361323 (Date: 2024-11-07): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:35.077Z [debug]: Order 5982152196331 (Date: 2024-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
