2025-12-17T05:37:23.038Z [debug]: Order 6428158165185 (Date: 2025-04-19): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:23.038Z [debug]: Order 6428356346049 (Date: 2025-04-19): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:23.038Z [debug]: Order 6428508848321 (Date: 2025-04-19): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:23.038Z [debug]: Order 6428569206977 (Date: 2025-04-19): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.858Z [debug]: Order 6277217681568 (Date: 2025-04-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.858Z [debug]: Order 6277366087840 (Date: 2025-04-19): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.858Z [debug]: Order 6277743476896 (Date: 2025-04-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.858Z [debug]: Order 6277850497184 (Date: 2025-04-19): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.858Z [debug]: Order 6277875466400 (Date: 2025-04-19): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.858Z [debug]: Order 6277981405344 (Date: 2025-04-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.859Z [debug]: Order 6278057885856 (Date: 2025-04-19): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.859Z [debug]: Order 6278146785440 (Date: 2025-04-19): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.859Z [debug]: Order 6278395920544 (Date: 2025-04-19): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.859Z [debug]: Order 6278515851424 (Date: 2025-04-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:34.900Z [debug]: Order 6428158165185 (Date: 2025-04-19): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:34.900Z [debug]: Order 6428356346049 (Date: 2025-04-19): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:34.900Z [debug]: Order 6428508848321 (Date: 2025-04-19): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:34.901Z [debug]: Order 6428569206977 (Date: 2025-04-19): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
