2025-12-17T05:35:38.029Z [debug]: Order 5866744316097 (Date: 2024-04-27): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:38.233Z [debug]: Order 5866761453761 (Date: 2024-04-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:38.234Z [debug]: Order 5866829480129 (Date: 2024-04-27): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:38.234Z [debug]: Order 5867119837377 (Date: 2024-04-27): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:21.592Z [debug]: Order 5763840508064 (Date: 2024-04-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:21.592Z [debug]: Order 5763978330272 (Date: 2024-04-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:21.793Z [debug]: Order 5763988684960 (Date: 2024-04-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:48:21.794Z [debug]: Order 5764590928032 (Date: 2024-04-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:52.074Z [debug]: Order 5866744316097 (Date: 2024-04-27): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:52.264Z [debug]: Order 5866761453761 (Date: 2024-04-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:52.264Z [debug]: Order 5866829480129 (Date: 2024-04-27): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:52.264Z [debug]: Order 5867119837377 (Date: 2024-04-27): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
