2025-12-17T05:37:25.074Z [debug]: Order 6253105381569 (Date: 2024-12-26): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:25.074Z [debug]: Order 6253745045697 (Date: 2024-12-26): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.074Z [debug]: Order 6253904429249 (Date: 2024-12-26): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.074Z [debug]: Order 6254800208065 (Date: 2024-12-26): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.074Z [debug]: Order 6254839955649 (Date: 2024-12-26): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:03.365Z [debug]: Order 6129556619424 (Date: 2024-12-26): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:03.365Z [debug]: Order 6129732255904 (Date: 2024-12-26): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:03.366Z [debug]: Order 6129780261024 (Date: 2024-12-26): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:03.366Z [debug]: Order 6129907630240 (Date: 2024-12-26): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:37.983Z [debug]: Order 6253105381569 (Date: 2024-12-26): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:37.983Z [debug]: Order 6253745045697 (Date: 2024-12-26): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.983Z [debug]: Order 6253904429249 (Date: 2024-12-26): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.984Z [debug]: Order 6254800208065 (Date: 2024-12-26): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.984Z [debug]: Order 6254839955649 (Date: 2024-12-26): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
