2025-12-10T18:17:52.349Z [debug]: Order 5837230702827 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.349Z [debug]: Order 5837238370539 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.349Z [debug]: Order 5837238993131 (Date: 2024-07-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:52.349Z [debug]: Order 5837262782699 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.350Z [debug]: Order 5837372358891 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.350Z [debug]: Order 5837398507755 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.350Z [debug]: Order 5837499597035 (Date: 2024-07-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:52.350Z [debug]: Order 5837566378219 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.350Z [debug]: Order 5837599834347 (Date: 2024-07-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:52.350Z [debug]: Order 5838162723051 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.350Z [debug]: Order 5838245101803 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.351Z [debug]: Order 5838290059499 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.351Z [debug]: Order 5838422769899 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.351Z [debug]: Order 5838475460843 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.351Z [debug]: Order 5838496628971 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.351Z [debug]: Order 5838497710315 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.352Z [debug]: Order 5838514421995 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.352Z [debug]: Order 5838522220779 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.352Z [debug]: Order 5838535590123 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.352Z [debug]: Order 5838553874667 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.352Z [debug]: Order 5838577762539 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.352Z [debug]: Order 5838628913387 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.352Z [debug]: Order 5838631633131 (Date: 2024-07-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:52.353Z [debug]: Order 5838631895275 (Date: 2024-07-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:52.510Z [debug]: Order 5838637170923 (Date: 2024-07-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:52.511Z [debug]: Order 5838653587691 (Date: 2024-07-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:52.511Z [debug]: Order 5838656176363 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.511Z [debug]: Order 5838659617003 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.511Z [debug]: Order 5838667645163 (Date: 2024-07-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:52.512Z [debug]: Order 5838700314859 (Date: 2024-07-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:52.512Z [debug]: Order 5838740160747 (Date: 2024-07-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
