2025-12-17T05:35:37.626Z [debug]: Order 5861796741313 (Date: 2024-04-24): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:37.823Z [debug]: Order 5862309396673 (Date: 2024-04-24): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:37.823Z [debug]: Order 5863173128385 (Date: 2024-04-24): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:37.823Z [debug]: Order 5863223427265 (Date: 2024-04-24): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:21.385Z [debug]: Order 5755952070816 (Date: 2024-04-24): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:21.385Z [debug]: Order 5756367503520 (Date: 2024-04-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:21.386Z [debug]: Order 5756378251424 (Date: 2024-04-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:21.386Z [debug]: Order 5756478947488 (Date: 2024-04-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:21.588Z [debug]: Order 5756716187808 (Date: 2024-04-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:51.697Z [debug]: Order 5861796741313 (Date: 2024-04-24): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:51.884Z [debug]: Order 5862309396673 (Date: 2024-04-24): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:51.885Z [debug]: Order 5863173128385 (Date: 2024-04-24): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:51.885Z [debug]: Order 5863223427265 (Date: 2024-04-24): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
