2025-12-17T05:35:36.391Z [debug]: Order 5840867623105 (Date: 2024-04-09): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:36.616Z [debug]: Order 5840944332993 (Date: 2024-04-09): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:36.813Z [debug]: Order 5840992501953 (Date: 2024-04-09): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:36.813Z [debug]: Order 5841025368257 (Date: 2024-04-09): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:36.814Z [debug]: Order 5841609392321 (Date: 2024-04-09): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.061Z [debug]: Order 5733604917408 (Date: 2024-04-09): Payment Gateways: [Cash on Delivery (COD), manual] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.268Z [debug]: Order 5733642076320 (Date: 2024-04-09): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:48:19.268Z [debug]: Order 5733668028576 (Date: 2024-04-09): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.268Z [debug]: Order 5733974868128 (Date: 2024-04-09): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.269Z [debug]: Order 5734025855136 (Date: 2024-04-09): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:19.269Z [debug]: Order 5734137495712 (Date: 2024-04-09): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:19.269Z [debug]: Order 5734145654944 (Date: 2024-04-09): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:19.269Z [debug]: Order 5734153289888 (Date: 2024-04-09): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:19.269Z [debug]: Order 5734179340448 (Date: 2024-04-09): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.270Z [debug]: Order 5734235734176 (Date: 2024-04-09): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:19.270Z [debug]: Order 5734328795296 (Date: 2024-04-09): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: true
2025-12-17T05:48:19.270Z [debug]: Order 5734329811104 (Date: 2024-04-09): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: true
2025-12-17T05:48:19.270Z [debug]: Order 5734329843872 (Date: 2024-04-09): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: true
2025-12-17T05:48:19.270Z [debug]: Order 5734330106016 (Date: 2024-04-09): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: true
2025-12-17T05:48:19.271Z [debug]: Order 5734348882080 (Date: 2024-04-09): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:19.271Z [debug]: Order 5734374899872 (Date: 2024-04-09): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:19.271Z [debug]: Order 5734591889568 (Date: 2024-04-09): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:50.544Z [debug]: Order 5840867623105 (Date: 2024-04-09): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:50.727Z [debug]: Order 5840944332993 (Date: 2024-04-09): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:50.914Z [debug]: Order 5840992501953 (Date: 2024-04-09): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:50.914Z [debug]: Order 5841025368257 (Date: 2024-04-09): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:50.915Z [debug]: Order 5841609392321 (Date: 2024-04-09): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
