2025-12-17T05:35:43.462Z [debug]: Order 5949354246337 (Date: 2024-06-21): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:43.661Z [debug]: Order 5949482041537 (Date: 2024-06-21): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:43.663Z [debug]: Order 5949548888257 (Date: 2024-06-21): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:43.663Z [debug]: Order 5949704077505 (Date: 2024-06-21): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:43.664Z [debug]: Order 5949864935617 (Date: 2024-06-21): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:27.219Z [debug]: Order 5853792927904 (Date: 2024-06-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:27.219Z [debug]: Order 5854002708640 (Date: 2024-06-21): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:27.219Z [debug]: Order 5854011719840 (Date: 2024-06-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:27.220Z [debug]: Order 5854126571680 (Date: 2024-06-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:27.220Z [debug]: Order 5854253711520 (Date: 2024-06-21): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:27.220Z [debug]: Order 5854339596448 (Date: 2024-06-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:27.220Z [debug]: Order 5854348443808 (Date: 2024-06-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:27.220Z [debug]: Order 5854386815136 (Date: 2024-06-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:27.220Z [debug]: Order 5854398939296 (Date: 2024-06-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:57.656Z [debug]: Order 5949354246337 (Date: 2024-06-21): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:57.841Z [debug]: Order 5949482041537 (Date: 2024-06-21): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:57.842Z [debug]: Order 5949548888257 (Date: 2024-06-21): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:57.842Z [debug]: Order 5949704077505 (Date: 2024-06-21): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:57.842Z [debug]: Order 5949864935617 (Date: 2024-06-21): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
