2025-12-10T18:18:38.561Z [debug]: Order 5984819773675 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.561Z [debug]: Order 5984850084075 (Date: 2024-11-10): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:38.751Z [debug]: Order 5984873873643 (Date: 2024-11-10): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:38.751Z [debug]: Order 5984880263403 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.939Z [debug]: Order 5984899334379 (Date: 2024-11-10): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:38.939Z [debug]: Order 5984977453291 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.940Z [debug]: Order 5984980959467 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.940Z [debug]: Order 5985048559851 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.940Z [debug]: Order 5985082278123 (Date: 2024-11-10): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:38.941Z [debug]: Order 5985088897259 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.941Z [debug]: Order 5985228718315 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.941Z [debug]: Order 5985262960875 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.941Z [debug]: Order 5985304412395 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.942Z [debug]: Order 5985314603243 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.942Z [debug]: Order 5985353597163 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.942Z [debug]: Order 5985363558635 (Date: 2024-11-10): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:38.942Z [debug]: Order 5985366900971 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.942Z [debug]: Order 5985381155051 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.942Z [debug]: Order 5985384300779 (Date: 2024-11-10): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:38.943Z [debug]: Order 5985392558315 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:38.943Z [debug]: Order 5985415921899 (Date: 2024-11-10): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
