2025-12-10T18:22:53.446Z [debug]: Order 6024737554667 (Date: 2024-12-09): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:22:53.446Z [debug]: Order 6024978727147 (Date: 2024-12-09): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:22:53.632Z [debug]: Order 6025289302251 (Date: 2024-12-09): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:22:53.632Z [debug]: Order 6025290383595 (Date: 2024-12-09): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:22:53.633Z [debug]: Order 6025296576747 (Date: 2024-12-09): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:22:53.633Z [debug]: Order 6025297789163 (Date: 2024-12-09): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:22:53.633Z [debug]: Order 6025311682795 (Date: 2024-12-09): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:22:53.634Z [debug]: Order 6025364242667 (Date: 2024-12-09): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:22:53.821Z [debug]: Order 6025375351019 (Date: 2024-12-09): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:22:53.821Z [debug]: Order 6025381380331 (Date: 2024-12-09): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:22:53.822Z [debug]: Order 6025402024171 (Date: 2024-12-09): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:22:53.822Z [debug]: Order 6025437118699 (Date: 2024-12-09): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:22:53.822Z [debug]: Order 6025446129899 (Date: 2024-12-09): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
