2025-12-17T05:37:25.069Z [debug]: Order 6234946306241 (Date: 2024-12-14): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:25.069Z [debug]: Order 6235107426497 (Date: 2024-12-14): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.069Z [debug]: Order 6235212742849 (Date: 2024-12-14): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.070Z [debug]: Order 6235227128001 (Date: 2024-12-14): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.070Z [debug]: Order 6235404599489 (Date: 2024-12-14): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:01.279Z [debug]: Order 6114311602336 (Date: 2024-12-14): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:01.476Z [debug]: Order 6114527150240 (Date: 2024-12-14): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:01.477Z [debug]: Order 6114978431136 (Date: 2024-12-14): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:37.977Z [debug]: Order 6234946306241 (Date: 2024-12-14): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:37.977Z [debug]: Order 6235107426497 (Date: 2024-12-14): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.978Z [debug]: Order 6235212742849 (Date: 2024-12-14): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.978Z [debug]: Order 6235227128001 (Date: 2024-12-14): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.978Z [debug]: Order 6235404599489 (Date: 2024-12-14): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
