2025-12-17T05:35:38.657Z [debug]: Order 5876456358081 (Date: 2024-05-04): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:38.657Z [debug]: Order 5876539195585 (Date: 2024-05-04): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:38.657Z [debug]: Order 5876564525249 (Date: 2024-05-04): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:38.852Z [debug]: Order 5876737900737 (Date: 2024-05-04): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:38.852Z [debug]: Order 5877038940353 (Date: 2024-05-04): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:22.457Z [debug]: Order 5775263760544 (Date: 2024-05-04): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:22.457Z [debug]: Order 5775441428640 (Date: 2024-05-04): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:22.457Z [debug]: Order 5775462793376 (Date: 2024-05-04): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:22.457Z [debug]: Order 5775606644896 (Date: 2024-05-04): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:22.457Z [debug]: Order 5775620636832 (Date: 2024-05-04): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:22.654Z [debug]: Order 5775687614624 (Date: 2024-05-04): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:52.643Z [debug]: Order 5876456358081 (Date: 2024-05-04): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:52.644Z [debug]: Order 5876539195585 (Date: 2024-05-04): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:52.644Z [debug]: Order 5876564525249 (Date: 2024-05-04): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:52.833Z [debug]: Order 5876737900737 (Date: 2024-05-04): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:52.833Z [debug]: Order 5877038940353 (Date: 2024-05-04): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
