2025-12-17T05:37:27.295Z [debug]: Order 6750589649089 (Date: 2025-10-13): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:27.295Z [debug]: Order 6750623334593 (Date: 2025-10-13): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:27.295Z [debug]: Order 6751245369537 (Date: 2025-10-13): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: true
2025-12-17T05:50:39.334Z [debug]: Order 6505281454240 (Date: 2025-10-13): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:39.335Z [debug]: Order 6505319661728 (Date: 2025-10-13): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:39.335Z [debug]: Order 6505501425824 (Date: 2025-10-13): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:39.335Z [debug]: Order 6505608642720 (Date: 2025-10-13): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:39.335Z [debug]: Order 6505659498656 (Date: 2025-10-13): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:39.335Z [debug]: Order 6505859121312 (Date: 2025-10-13): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.028Z [debug]: Order 6750589649089 (Date: 2025-10-13): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.028Z [debug]: Order 6750623334593 (Date: 2025-10-13): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.029Z [debug]: Order 6751245369537 (Date: 2025-10-13): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: true
