2025-12-10T18:14:49.110Z [debug]: Order 5575994638571 (Date: 2023-12-29): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:49.110Z [debug]: Order 5576043561195 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:49.110Z [debug]: Order 5576107983083 (Date: 2023-12-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:49.110Z [debug]: Order 5576109261035 (Date: 2023-12-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:49.110Z [debug]: Order 5576164507883 (Date: 2023-12-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:49.111Z [debug]: Order 5576191967467 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:49.111Z [debug]: Order 5576582627563 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:49.269Z [debug]: Order 5576589705451 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:49.270Z [debug]: Order 5576855617771 (Date: 2023-12-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:49.270Z [debug]: Order 5577691889899 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:49.270Z [debug]: Order 5577755459819 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:49.270Z [debug]: Order 5578398433515 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:49.270Z [debug]: Order 5578954932459 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:49.270Z [debug]: Order 5579363778795 (Date: 2023-12-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:49.456Z [debug]: Order 5579486331115 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:49.457Z [debug]: Order 5579530174699 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:49.457Z [debug]: Order 5579624743147 (Date: 2023-12-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:49.457Z [debug]: Order 5579792679147 (Date: 2023-12-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:49.457Z [debug]: Order 5579838357739 (Date: 2023-12-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
