2025-12-10T18:16:27.828Z [debug]: Order 5715221643499 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:27.829Z [debug]: Order 5715236552939 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:27.829Z [debug]: Order 5715245990123 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:27.830Z [debug]: Order 5715255689451 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:27.830Z [debug]: Order 5715322831083 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:27.830Z [debug]: Order 5715334463723 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:27.830Z [debug]: Order 5715572785387 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:27.830Z [debug]: Order 5715575570667 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:27.830Z [debug]: Order 5715618824427 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:27.831Z [debug]: Order 5715627573483 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:27.831Z [debug]: Order 5715670040811 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:27.998Z [debug]: Order 5715676856555 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:27.998Z [debug]: Order 5715706347755 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:27.999Z [debug]: Order 5715711131883 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:27.999Z [debug]: Order 5715715424491 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:27.999Z [debug]: Order 5715719323883 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.173Z [debug]: Order 5715725844715 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:16:28.174Z [debug]: Order 5715727253739 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.336Z [debug]: Order 5715727319275 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:16:28.337Z [debug]: Order 5715731710187 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.337Z [debug]: Order 5715735183595 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:28.338Z [debug]: Order 5715744489707 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.338Z [debug]: Order 5715747340523 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.338Z [debug]: Order 5715755827435 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.338Z [debug]: Order 5715758678251 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.338Z [debug]: Order 5715759169771 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.339Z [debug]: Order 5715762970859 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.339Z [debug]: Order 5715763724523 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:28.503Z [debug]: Order 5715764478187 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:16:28.504Z [debug]: Order 5715771359467 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.504Z [debug]: Order 5715778109675 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.504Z [debug]: Order 5715778273515 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.504Z [debug]: Order 5715779977451 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.505Z [debug]: Order 5715780993259 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:28.770Z [debug]: Order 5715782402283 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:16:28.771Z [debug]: Order 5715782697195 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.771Z [debug]: Order 5715793412331 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.771Z [debug]: Order 5715793740011 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.771Z [debug]: Order 5715794526443 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:28.772Z [debug]: Order 5715803341035 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:28.772Z [debug]: Order 5715813073131 (Date: 2024-04-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:28.772Z [debug]: Order 5715822510315 (Date: 2024-04-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
