2025-12-17T05:35:37.622Z [debug]: Order 5856512147649 (Date: 2024-04-20): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:37.623Z [debug]: Order 5856767541441 (Date: 2024-04-20): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:37.623Z [debug]: Order 5857105543361 (Date: 2024-04-20): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:37.623Z [debug]: Order 5857435320513 (Date: 2024-04-20): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:20.971Z [debug]: Order 5750853763232 (Date: 2024-04-20): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:20.971Z [debug]: Order 5750940139680 (Date: 2024-04-20): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:20.972Z [debug]: Order 5751000826016 (Date: 2024-04-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:20.972Z [debug]: Order 5751166075040 (Date: 2024-04-20): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:20.972Z [debug]: Order 5751293116576 (Date: 2024-04-20): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:51.694Z [debug]: Order 5856512147649 (Date: 2024-04-20): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:51.694Z [debug]: Order 5856767541441 (Date: 2024-04-20): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:51.695Z [debug]: Order 5857105543361 (Date: 2024-04-20): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:51.695Z [debug]: Order 5857435320513 (Date: 2024-04-20): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
