2025-12-17T05:35:36.389Z [debug]: Order 5838307197121 (Date: 2024-04-07): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:36.390Z [debug]: Order 5838363328705 (Date: 2024-04-07): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:36.390Z [debug]: Order 5838797766849 (Date: 2024-04-07): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:36.390Z [debug]: Order 5838867988673 (Date: 2024-04-07): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:18.080Z [debug]: Order 5731253715104 (Date: 2024-04-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:18.081Z [debug]: Order 5731459891360 (Date: 2024-04-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:18.286Z [debug]: Order 5731545120928 (Date: 2024-04-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:48:18.286Z [debug]: Order 5731551051936 (Date: 2024-04-07): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:18.286Z [debug]: Order 5731605381280 (Date: 2024-04-07): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:18.287Z [debug]: Order 5732105552032 (Date: 2024-04-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:50.541Z [debug]: Order 5838307197121 (Date: 2024-04-07): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:50.541Z [debug]: Order 5838363328705 (Date: 2024-04-07): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:50.542Z [debug]: Order 5838797766849 (Date: 2024-04-07): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:50.542Z [debug]: Order 5838867988673 (Date: 2024-04-07): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
