2025-12-17T05:37:24.886Z [debug]: Order 6223961292993 (Date: 2024-12-08): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:24.887Z [debug]: Order 6224040558785 (Date: 2024-12-08): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:24.887Z [debug]: Order 6224064250049 (Date: 2024-12-08): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:00.034Z [debug]: Order 6105434259616 (Date: 2024-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:00.034Z [debug]: Order 6105621233824 (Date: 2024-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:00.034Z [debug]: Order 6105984925856 (Date: 2024-12-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:00.034Z [debug]: Order 6105987612832 (Date: 2024-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:00.231Z [debug]: Order 6106241433760 (Date: 2024-12-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:00.231Z [debug]: Order 6106257588384 (Date: 2024-12-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.795Z [debug]: Order 6223961292993 (Date: 2024-12-08): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.795Z [debug]: Order 6224040558785 (Date: 2024-12-08): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.795Z [debug]: Order 6224064250049 (Date: 2024-12-08): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
