2025-12-10T18:17:40.477Z [debug]: Order 5930377085163 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.478Z [debug]: Order 5930378264811 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.478Z [debug]: Order 5930412343531 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.478Z [debug]: Order 5930433282283 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.478Z [debug]: Order 5930455662827 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.478Z [debug]: Order 5930589094123 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.479Z [debug]: Order 5930678845675 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.479Z [debug]: Order 5930714595563 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.479Z [debug]: Order 5930716299499 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.479Z [debug]: Order 5930726523115 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.479Z [debug]: Order 5930730750187 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.479Z [debug]: Order 5930731929835 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:40.480Z [debug]: Order 5930733928683 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.480Z [debug]: Order 5930736255211 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.480Z [debug]: Order 5930740613355 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.480Z [debug]: Order 5930744021227 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.480Z [debug]: Order 5930760306923 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.480Z [debug]: Order 5930761027819 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.480Z [debug]: Order 5930763485419 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.480Z [debug]: Order 5930765680875 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.669Z [debug]: Order 5930774757611 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:40.670Z [debug]: Order 5930775576811 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.670Z [debug]: Order 5930775806187 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.670Z [debug]: Order 5930780754155 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.671Z [debug]: Order 5930781343979 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
