2025-12-10T18:17:40.477Z [debug]: Order 5930377085163 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.671Z [debug]: Order 5930782392555 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.671Z [debug]: Order 5930787045611 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.671Z [debug]: Order 5930789011691 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.671Z [debug]: Order 5930794746091 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.672Z [debug]: Order 5930797334763 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:40.672Z [debug]: Order 5930826432747 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.672Z [debug]: Order 5930839965931 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:40.870Z [debug]: Order 5930840555755 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:41.081Z [debug]: Order 5930842030315 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.082Z [debug]: Order 5930849173739 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.082Z [debug]: Order 5930851533035 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.082Z [debug]: Order 5930853499115 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.082Z [debug]: Order 5930853662955 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.287Z [debug]: Order 5930860544235 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:41.287Z [debug]: Order 5930864476395 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.288Z [debug]: Order 5930864509163 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.288Z [debug]: Order 5930876305643 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.288Z [debug]: Order 5930881515755 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.288Z [debug]: Order 5930892787947 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.288Z [debug]: Order 5930902782187 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.289Z [debug]: Order 5930911695083 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.289Z [debug]: Order 5930915135723 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.479Z [debug]: Order 5930922017003 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:41.480Z [debug]: Order 5930924474603 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.480Z [debug]: Order 5930924736747 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.670Z [debug]: Order 5930925162731 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:41.671Z [debug]: Order 5930927718635 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.671Z [debug]: Order 5930927784171 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:41.671Z [debug]: Order 5930931912939 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.671Z [debug]: Order 5930932207851 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.671Z [debug]: Order 5930934960363 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.672Z [debug]: Order 5930938728683 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.672Z [debug]: Order 5930940956907 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.672Z [debug]: Order 5930944266475 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.672Z [debug]: Order 5930944954603 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.673Z [debug]: Order 5930945151211 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.673Z [debug]: Order 5930951606507 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.673Z [debug]: Order 5930953474283 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.673Z [debug]: Order 5930959143147 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.674Z [debug]: Order 5930959536363 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.674Z [debug]: Order 5930960355563 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.674Z [debug]: Order 5930968121579 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.674Z [debug]: Order 5930970972395 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.862Z [debug]: Order 5930972250347 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:41.864Z [debug]: Order 5930977394923 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.864Z [debug]: Order 5930977919211 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.864Z [debug]: Order 5930987192555 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.864Z [debug]: Order 5930994499819 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:41.865Z [debug]: Order 5931008950507 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.865Z [debug]: Order 5931010687211 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.865Z [debug]: Order 5931014029547 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:41.865Z [debug]: Order 5931037917419 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.058Z [debug]: Order 5931040604395 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:42.059Z [debug]: Order 5931068391659 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.059Z [debug]: Order 5931069341931 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.256Z [debug]: Order 5931074715883 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.256Z [debug]: Order 5931075305707 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.256Z [debug]: Order 5931081040107 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.257Z [debug]: Order 5931109548267 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.257Z [debug]: Order 5931145298155 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.257Z [debug]: Order 5931186684139 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.257Z [debug]: Order 5931199299819 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.257Z [debug]: Order 5931234722027 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.258Z [debug]: Order 5931246780651 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.448Z [debug]: Order 5931258740971 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.448Z [debug]: Order 5931263983851 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.448Z [debug]: Order 5931264606443 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.449Z [debug]: Order 5931275452651 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.449Z [debug]: Order 5931291541739 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.449Z [debug]: Order 5931299668203 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.449Z [debug]: Order 5931304386795 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.449Z [debug]: Order 5931306647787 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.450Z [debug]: Order 5931327488235 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.450Z [debug]: Order 5931336630507 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.450Z [debug]: Order 5931339546859 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.451Z [debug]: Order 5931347968235 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.451Z [debug]: Order 5931349639403 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.451Z [debug]: Order 5931368644843 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.451Z [debug]: Order 5931384668395 (Date: 2024-09-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:42.451Z [debug]: Order 5931398594795 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:42.452Z [debug]: Order 5931408883947 (Date: 2024-09-24): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:16:21.860Z [debug]: Order 6060431147315 (Date: 2024-09-24): Payment Gateways: [CCAvenue] | isCOD: false | isPrepaid: true | Cancelled: false
