2025-12-10T18:23:07.242Z [debug]: Order 6053963923691 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.242Z [debug]: Order 6053996724459 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.242Z [debug]: Order 6054108823787 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.242Z [debug]: Order 6054163906795 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.242Z [debug]: Order 6054185697515 (Date: 2025-01-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.242Z [debug]: Order 6054260965611 (Date: 2025-01-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.242Z [debug]: Order 6054301892843 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.243Z [debug]: Order 6054314770667 (Date: 2025-01-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.243Z [debug]: Order 6054315426027 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.243Z [debug]: Order 6054333645035 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.243Z [debug]: Order 6054337839339 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.243Z [debug]: Order 6054340722923 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.244Z [debug]: Order 6054343278827 (Date: 2025-01-02): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:07.244Z [debug]: Order 6054345900267 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.244Z [debug]: Order 6054397214955 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.244Z [debug]: Order 6054425886955 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.244Z [debug]: Order 6054427918571 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.244Z [debug]: Order 6054436143339 (Date: 2025-01-02): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:07.431Z [debug]: Order 6054490964203 (Date: 2025-01-02): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:07.431Z [debug]: Order 6054491062507 (Date: 2025-01-02): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:07.432Z [debug]: Order 6054492930283 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.432Z [debug]: Order 6054498009323 (Date: 2025-01-02): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.432Z [debug]: Order 6054502072555 (Date: 2025-01-02): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:07.432Z [debug]: Order 6054524485867 (Date: 2025-01-02): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
