2025-12-17T05:35:45.178Z [debug]: Order 5732537794753 (Date: 2024-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:45.178Z [debug]: Order 5732672078017 (Date: 2024-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:45.179Z [debug]: Order 5732681908417 (Date: 2024-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:22.078Z [debug]: Order 5626695614624 (Date: 2024-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:22.079Z [debug]: Order 5627444297888 (Date: 2024-01-27): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:22.079Z [debug]: Order 5627471462560 (Date: 2024-01-27): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:22.080Z [debug]: Order 5627915796640 (Date: 2024-01-27): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:22.080Z [debug]: Order 5627950760096 (Date: 2024-01-27): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:22.280Z [debug]: Order 5628126167200 (Date: 2024-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:48:22.281Z [debug]: Order 5628128985248 (Date: 2024-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:59.879Z [debug]: Order 5732537794753 (Date: 2024-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:59.880Z [debug]: Order 5732672078017 (Date: 2024-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:59.880Z [debug]: Order 5732681908417 (Date: 2024-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
