2025-12-17T05:37:25.388Z [debug]: Order 6680711463105 (Date: 2025-09-07): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:27.214Z [debug]: Order 6458664124576 (Date: 2025-09-07): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:27.416Z [debug]: Order 6458956021920 (Date: 2025-09-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:27.417Z [debug]: Order 6459049246880 (Date: 2025-09-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:27.417Z [debug]: Order 6459209875616 (Date: 2025-09-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:27.619Z [debug]: Order 6459320500384 (Date: 2025-09-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:27.819Z [debug]: Order 6459415593120 (Date: 2025-09-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:27.819Z [debug]: Order 6459487715488 (Date: 2025-09-07): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:28.016Z [debug]: Order 6459614658720 (Date: 2025-09-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:28.017Z [debug]: Order 6459696054432 (Date: 2025-09-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:28.212Z [debug]: Order 6459753595040 (Date: 2025-09-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:28.407Z [debug]: Order 6459821424800 (Date: 2025-09-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:38.091Z [debug]: Order 6680711463105 (Date: 2025-09-07): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
