2025-12-17T05:37:24.887Z [debug]: Order 6228183318721 (Date: 2024-12-10): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:24.887Z [debug]: Order 6228200095937 (Date: 2024-12-10): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:24.887Z [debug]: Order 6228507951297 (Date: 2024-12-10): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:00.654Z [debug]: Order 6107819802784 (Date: 2024-12-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:00.655Z [debug]: Order 6108171206816 (Date: 2024-12-10): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:00.655Z [debug]: Order 6108245754016 (Date: 2024-12-10): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:00.655Z [debug]: Order 6108402679968 (Date: 2024-12-10): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:00.656Z [debug]: Order 6108468281504 (Date: 2024-12-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:00.656Z [debug]: Order 6108638740640 (Date: 2024-12-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:00.656Z [debug]: Order 6108828434592 (Date: 2024-12-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:37.796Z [debug]: Order 6228183318721 (Date: 2024-12-10): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.796Z [debug]: Order 6228200095937 (Date: 2024-12-10): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.796Z [debug]: Order 6228507951297 (Date: 2024-12-10): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
