2025-12-10T18:18:51.503Z [debug]: Order 6003909492971 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:51.883Z [debug]: Order 6004730888427 (Date: 2024-11-26): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.884Z [debug]: Order 6004732461291 (Date: 2024-11-26): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.884Z [debug]: Order 6004742062315 (Date: 2024-11-26): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.884Z [debug]: Order 6004757496043 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:51.884Z [debug]: Order 6004760281323 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:51.885Z [debug]: Order 6004776403179 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.885Z [debug]: Order 6004778893547 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.885Z [debug]: Order 6004807762155 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.885Z [debug]: Order 6004826112235 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.885Z [debug]: Order 6004845084907 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:52.075Z [debug]: Order 6004851933419 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:52.076Z [debug]: Order 6004857045227 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:52.076Z [debug]: Order 6004871233771 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.077Z [debug]: Order 6004887716075 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.077Z [debug]: Order 6004902297835 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.077Z [debug]: Order 6004906033387 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:52.269Z [debug]: Order 6004907606251 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:52.269Z [debug]: Order 6004908097771 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:52.269Z [debug]: Order 6004912881899 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.270Z [debug]: Order 6004914028779 (Date: 2024-11-26): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.270Z [debug]: Order 6004929167595 (Date: 2024-11-26): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.270Z [debug]: Order 6004957151467 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:52.270Z [debug]: Order 6004957642987 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.270Z [debug]: Order 6004959936747 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.271Z [debug]: Order 6004975436011 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:52.271Z [debug]: Order 6004983529707 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:52.271Z [debug]: Order 6004987035883 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.271Z [debug]: Order 6005024653547 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.271Z [debug]: Order 6005043495147 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.271Z [debug]: Order 6005046280427 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.496Z [debug]: Order 6005052965099 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:52.496Z [debug]: Order 6005091533035 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.687Z [debug]: Order 6005094416619 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:52.687Z [debug]: Order 6005113815275 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.687Z [debug]: Order 6005124858091 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:52.687Z [debug]: Order 6005139341547 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.688Z [debug]: Order 6005170176235 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.688Z [debug]: Order 6005181120747 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.688Z [debug]: Order 6005207892203 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.688Z [debug]: Order 6005209956587 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.688Z [debug]: Order 6005236367595 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.688Z [debug]: Order 6005263597803 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:52.688Z [debug]: Order 6005270380779 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:52.689Z [debug]: Order 6005276999915 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
