2025-12-10T18:18:51.503Z [debug]: Order 6003909492971 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:51.503Z [debug]: Order 6003978993899 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.693Z [debug]: Order 6004049412331 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:51.694Z [debug]: Order 6004075593963 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.694Z [debug]: Order 6004431683819 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:51.694Z [debug]: Order 6004499120363 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:51.881Z [debug]: Order 6004540408043 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:51.882Z [debug]: Order 6004560462059 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.882Z [debug]: Order 6004610269419 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.882Z [debug]: Order 6004610433259 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.882Z [debug]: Order 6004621017323 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:51.882Z [debug]: Order 6004625899755 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:51.882Z [debug]: Order 6004626030827 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.883Z [debug]: Order 6004642316523 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.883Z [debug]: Order 6004651196651 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:51.883Z [debug]: Order 6004687438059 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.883Z [debug]: Order 6004710572267 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:51.883Z [debug]: Order 6004712014059 (Date: 2024-11-26): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:51.883Z [debug]: Order 6004715061483 (Date: 2024-11-26): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
