2025-12-17T05:37:25.830Z [debug]: Order 6295990501569 (Date: 2025-01-25): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.830Z [debug]: Order 6296437194945 (Date: 2025-01-25): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:25.830Z [debug]: Order 6296444862657 (Date: 2025-01-25): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.831Z [debug]: Order 6296451580097 (Date: 2025-01-25): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.831Z [debug]: Order 6296967512257 (Date: 2025-01-25): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:05.639Z [debug]: Order 6165919662240 (Date: 2025-01-25): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:05.639Z [debug]: Order 6165973008544 (Date: 2025-01-25): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:05.640Z [debug]: Order 6166150774944 (Date: 2025-01-25): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:05.852Z [debug]: Order 6166345842848 (Date: 2025-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:05.852Z [debug]: Order 6166547529888 (Date: 2025-01-25): Payment Gateways: [Cash on Delivery (COD), manual] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:05.852Z [debug]: Order 6166553329824 (Date: 2025-01-25): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:05.852Z [debug]: Order 6166584197280 (Date: 2025-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:38.727Z [debug]: Order 6295990501569 (Date: 2025-01-25): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:38.728Z [debug]: Order 6296437194945 (Date: 2025-01-25): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:38.728Z [debug]: Order 6296444862657 (Date: 2025-01-25): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:38.728Z [debug]: Order 6296451580097 (Date: 2025-01-25): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:38.728Z [debug]: Order 6296967512257 (Date: 2025-01-25): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
