2025-12-10T18:24:03.537Z [debug]: Order 6544923263211 (Date: 2025-11-06): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.537Z [debug]: Order 6544977494251 (Date: 2025-11-06): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.538Z [debug]: Order 6544999514347 (Date: 2025-11-06): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.538Z [debug]: Order 6545021468907 (Date: 2025-11-06): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.538Z [debug]: Order 6545038147819 (Date: 2025-11-06): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.538Z [debug]: Order 6545058758891 (Date: 2025-11-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.538Z [debug]: Order 6545572528363 (Date: 2025-11-06): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.538Z [debug]: Order 6545605263595 (Date: 2025-11-06): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.539Z [debug]: Order 6545647730923 (Date: 2025-11-06): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.539Z [debug]: Order 6545675649259 (Date: 2025-11-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.539Z [debug]: Order 6545682792683 (Date: 2025-11-06): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.539Z [debug]: Order 6545700585707 (Date: 2025-11-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
