2025-12-10T18:24:03.721Z [debug]: Order 6546457264363 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.721Z [debug]: Order 6546463195371 (Date: 2025-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.722Z [debug]: Order 6546463555819 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.722Z [debug]: Order 6546727043307 (Date: 2025-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.722Z [debug]: Order 6547043909867 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.722Z [debug]: Order 6547092340971 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.722Z [debug]: Order 6547143885035 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.723Z [debug]: Order 6547193987307 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.723Z [debug]: Order 6547200278763 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.723Z [debug]: Order 6547202998507 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.723Z [debug]: Order 6547228197099 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.723Z [debug]: Order 6547239010539 (Date: 2025-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.723Z [debug]: Order 6547253002475 (Date: 2025-11-07): Payment Gateways: [Cashfree Payments, gift_card] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.724Z [debug]: Order 6547261915371 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:03.902Z [debug]: Order 6547323912427 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-10T18:24:03.903Z [debug]: Order 6547333382379 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.093Z [debug]: Order 6547382796523 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.094Z [debug]: Order 6547407601899 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.273Z [debug]: Order 6547416023275 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-10T18:24:04.273Z [debug]: Order 6547459178731 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.274Z [debug]: Order 6547526844651 (Date: 2025-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.456Z [debug]: Order 6547579928811 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-10T18:24:04.456Z [debug]: Order 6547676528875 (Date: 2025-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.457Z [debug]: Order 6547747471595 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.457Z [debug]: Order 6547768639723 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.457Z [debug]: Order 6547776733419 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.457Z [debug]: Order 6547790299371 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.458Z [debug]: Order 6547811041515 (Date: 2025-11-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.458Z [debug]: Order 6547866616043 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.458Z [debug]: Order 6547910164715 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:04.458Z [debug]: Order 6547919765739 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:31:49.374Z [debug]: Order 6930600624438 (Date: 2025-11-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-11T04:10:03.365Z [debug]: Order 6229719711933 (Date: 2025-11-07): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-11T04:17:06.207Z [debug]: Order 6721536917811 (Date: 2025-11-07): Payment Gateways: [GoKwik Cash on Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:17:06.207Z [debug]: Order 6721776550195 (Date: 2025-11-07): Payment Gateways: [1 Razorpay] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-11T04:17:06.207Z [debug]: Order 6722427978035 (Date: 2025-11-07): Payment Gateways: [GoKwik Cash on Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:17:06.207Z [debug]: Order 6722474475827 (Date: 2025-11-07): Payment Gateways: [GoKwik Cash on Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:17:06.207Z [debug]: Order 6722479948083 (Date: 2025-11-07): Payment Gateways: [GoKwik Cash on Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
