2025-12-17T05:35:36.191Z [debug]: Order 5835376853185 (Date: 2024-04-05): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:36.386Z [debug]: Order 5835379704001 (Date: 2024-04-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:36.387Z [debug]: Order 5835635294401 (Date: 2024-04-05): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:36.388Z [debug]: Order 5835831181505 (Date: 2024-04-05): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:17.476Z [debug]: Order 5728353452192 (Date: 2024-04-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:17.476Z [debug]: Order 5728401359008 (Date: 2024-04-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:17.477Z [debug]: Order 5728780484768 (Date: 2024-04-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:17.477Z [debug]: Order 5729210728608 (Date: 2024-04-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:50.351Z [debug]: Order 5835376853185 (Date: 2024-04-05): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:50.537Z [debug]: Order 5835379704001 (Date: 2024-04-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:50.538Z [debug]: Order 5835635294401 (Date: 2024-04-05): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:50.539Z [debug]: Order 5835831181505 (Date: 2024-04-05): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
