2025-12-17T05:50:10.479Z [debug]: Order 6250782785696 (Date: 2025-03-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.479Z [debug]: Order 6251096309920 (Date: 2025-03-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.479Z [debug]: Order 6251237343392 (Date: 2025-03-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.479Z [debug]: Order 6251282923680 (Date: 2025-03-29): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:10.479Z [debug]: Order 6251302092960 (Date: 2025-03-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.480Z [debug]: Order 6251351277728 (Date: 2025-03-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.480Z [debug]: Order 6251364679840 (Date: 2025-03-29): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:10.480Z [debug]: Order 6251395350688 (Date: 2025-03-29): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:10.480Z [debug]: Order 6251401281696 (Date: 2025-03-29): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:10.480Z [debug]: Order 6251657003168 (Date: 2025-03-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.480Z [debug]: Order 6251771396256 (Date: 2025-03-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
