2025-12-17T05:37:28.075Z [debug]: Order 6592065863873 (Date: 2025-07-20): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:28.075Z [debug]: Order 6592585859265 (Date: 2025-07-20): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:28.075Z [debug]: Order 6592882704577 (Date: 2025-07-20): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:42.927Z [debug]: Order 6395259682976 (Date: 2025-07-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:42.927Z [debug]: Order 6395291697312 (Date: 2025-07-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:43.101Z [debug]: Order 6395498660000 (Date: 2025-07-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:43.101Z [debug]: Order 6395701100704 (Date: 2025-07-20): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:43.274Z [debug]: Order 6395794063520 (Date: 2025-07-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:43.275Z [debug]: Order 6395801272480 (Date: 2025-07-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:43.275Z [debug]: Order 6395803599008 (Date: 2025-07-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:40.224Z [debug]: Order 6592065863873 (Date: 2025-07-20): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.225Z [debug]: Order 6592585859265 (Date: 2025-07-20): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:40.225Z [debug]: Order 6592882704577 (Date: 2025-07-20): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
