2025-12-10T18:23:13.574Z [debug]: Order 6320937664747 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321043472619 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321045799147 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321142792427 (Date: 2025-07-01): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321276059883 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321389601003 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321396777195 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321479713003 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321480138987 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321481253099 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321494458603 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321524015339 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321530274027 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.574Z [debug]: Order 6321535811819 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321553015019 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321569366251 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321587912939 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321597350123 (Date: 2025-07-01): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321603674347 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321624711403 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321625923819 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321630839019 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321677533419 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321685201131 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321687003371 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321694769387 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321742938347 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.575Z [debug]: Order 6321793892587 (Date: 2025-07-01): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6321830789355 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6321892557035 (Date: 2025-07-01): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6321897373931 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6321906090219 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6321909268715 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6321934598379 (Date: 2025-07-01): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6321944821995 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6321969594603 (Date: 2025-07-01): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6322064392427 (Date: 2025-07-01): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6322136219883 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6322146803947 (Date: 2025-07-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:13.576Z [debug]: Order 6322225414379 (Date: 2025-07-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-11T04:17:14.248Z [debug]: Order 6496851722547 (Date: 2025-07-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-11T04:17:14.424Z [debug]: Order 6496853557555 (Date: 2025-07-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-11T04:17:14.425Z [debug]: Order 6496972931379 (Date: 2025-07-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
