2025-12-10T18:24:01.117Z [debug]: Order 6534330613995 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:24:01.117Z [debug]: Order 6534512541931 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:24:01.117Z [debug]: Order 6534666027243 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.117Z [debug]: Order 6534700433643 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.118Z [debug]: Order 6534716293355 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:24:01.118Z [debug]: Order 6534726156523 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:24:01.118Z [debug]: Order 6534731366635 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:24:01.118Z [debug]: Order 6534732284139 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:24:01.118Z [debug]: Order 6534734282987 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.118Z [debug]: Order 6534742016235 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.118Z [debug]: Order 6534778454251 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.119Z [debug]: Order 6534793068779 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:24:01.119Z [debug]: Order 6534832161003 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.119Z [debug]: Order 6534844580075 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.119Z [debug]: Order 6534852542699 (Date: 2025-11-01): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.119Z [debug]: Order 6534870040811 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.302Z [debug]: Order 6534879248619 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:24:01.530Z [debug]: Order 6534885671147 (Date: 2025-11-01): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.530Z [debug]: Order 6534892945643 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.531Z [debug]: Order 6534895632619 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:24:01.531Z [debug]: Order 6534938624235 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.531Z [debug]: Order 6534951829739 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.531Z [debug]: Order 6534965068011 (Date: 2025-11-01): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.532Z [debug]: Order 6534978666731 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.532Z [debug]: Order 6535012810987 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.532Z [debug]: Order 6535017824491 (Date: 2025-11-01): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:01.532Z [debug]: Order 6535026933995 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:24:01.716Z [debug]: Order 6535046496491 (Date: 2025-11-01): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
