2025-12-17T05:36:02.640Z [debug]: Order 5813393260737 (Date: 2024-03-23): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:36:02.641Z [debug]: Order 5813647474881 (Date: 2024-03-23): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:36:02.641Z [debug]: Order 5813677916353 (Date: 2024-03-23): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:36:02.641Z [debug]: Order 5813733032129 (Date: 2024-03-23): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:36:02.641Z [debug]: Order 5813995143361 (Date: 2024-03-23): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:36:02.641Z [debug]: Order 5814034792641 (Date: 2024-03-23): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:33.760Z [debug]: Order 5709093470368 (Date: 2024-03-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:33.760Z [debug]: Order 5709109559456 (Date: 2024-03-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:33.959Z [debug]: Order 5709142130848 (Date: 2024-03-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:48:33.960Z [debug]: Order 5709192888480 (Date: 2024-03-23): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:33.960Z [debug]: Order 5709210288288 (Date: 2024-03-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:33.960Z [debug]: Order 5709245218976 (Date: 2024-03-23): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:34.159Z [debug]: Order 5709506281632 (Date: 2024-03-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:48:34.159Z [debug]: Order 5709513523360 (Date: 2024-03-23): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:24:17.605Z [debug]: Order 5813393260737 (Date: 2024-03-23): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:24:17.605Z [debug]: Order 5813647474881 (Date: 2024-03-23): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:24:17.605Z [debug]: Order 5813677916353 (Date: 2024-03-23): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:24:17.605Z [debug]: Order 5813733032129 (Date: 2024-03-23): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:24:17.605Z [debug]: Order 5813995143361 (Date: 2024-03-23): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:24:17.605Z [debug]: Order 5814034792641 (Date: 2024-03-23): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
