2025-12-10T18:23:35.707Z [debug]: Order 6109947592939 (Date: 2025-02-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:35.707Z [debug]: Order 6110058774763 (Date: 2025-02-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:35.707Z [debug]: Order 6110178476267 (Date: 2025-02-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:35.707Z [debug]: Order 6110197645547 (Date: 2025-02-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:35.707Z [debug]: Order 6110321049835 (Date: 2025-02-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:35.707Z [debug]: Order 6110390550763 (Date: 2025-02-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:35.708Z [debug]: Order 6110399922411 (Date: 2025-02-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:35.708Z [debug]: Order 6110410768619 (Date: 2025-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:35.708Z [debug]: Order 6110423449835 (Date: 2025-02-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:35.891Z [debug]: Order 6110428135659 (Date: 2025-02-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:35.892Z [debug]: Order 6110452842731 (Date: 2025-02-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:35.892Z [debug]: Order 6110456250603 (Date: 2025-02-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:36.078Z [debug]: Order 6110466179307 (Date: 2025-02-18): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:36.078Z [debug]: Order 6110467227883 (Date: 2025-02-18): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
