2025-12-17T05:37:28.073Z [debug]: Order 6583811768513 (Date: 2025-07-15): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:28.073Z [debug]: Order 6584428167361 (Date: 2025-07-15): Payment Gateways: [PayGlocal] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:28.074Z [debug]: Order 6584578080961 (Date: 2025-07-15): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:28.074Z [debug]: Order 6584953766081 (Date: 2025-07-15): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:42.049Z [debug]: Order 6387977617568 (Date: 2025-07-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:42.049Z [debug]: Order 6388609056928 (Date: 2025-07-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:42.049Z [debug]: Order 6388824670368 (Date: 2025-07-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:42.049Z [debug]: Order 6388883685536 (Date: 2025-07-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:42.049Z [debug]: Order 6389010530464 (Date: 2025-07-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:42.050Z [debug]: Order 6389034254496 (Date: 2025-07-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:42.050Z [debug]: Order 6389136261280 (Date: 2025-07-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.223Z [debug]: Order 6583811768513 (Date: 2025-07-15): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.223Z [debug]: Order 6584428167361 (Date: 2025-07-15): Payment Gateways: [PayGlocal] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.223Z [debug]: Order 6584578080961 (Date: 2025-07-15): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.223Z [debug]: Order 6584953766081 (Date: 2025-07-15): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
