2025-12-10T18:14:57.289Z [debug]: Order 5586494619883 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.289Z [debug]: Order 5586522538219 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD), Cashfree Payments] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.290Z [debug]: Order 5586540331243 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.290Z [debug]: Order 5586547638507 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.290Z [debug]: Order 5586552979691 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.444Z [debug]: Order 5586582470891 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:57.444Z [debug]: Order 5586594431211 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.444Z [debug]: Order 5586651971819 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.445Z [debug]: Order 5586783797483 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.445Z [debug]: Order 5586802770155 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.445Z [debug]: Order 5586856607979 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.445Z [debug]: Order 5586889179371 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.445Z [debug]: Order 5586936824043 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.445Z [debug]: Order 5586943508715 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.445Z [debug]: Order 5586948227307 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.446Z [debug]: Order 5586951995627 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.446Z [debug]: Order 5586966937835 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.446Z [debug]: Order 5586982928619 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.603Z [debug]: Order 5586991022315 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:57.603Z [debug]: Order 5587000852715 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.604Z [debug]: Order 5587007406315 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.604Z [debug]: Order 5587020972267 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.604Z [debug]: Order 5587024085227 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.762Z [debug]: Order 5587029033195 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:57.762Z [debug]: Order 5587036930283 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.762Z [debug]: Order 5587038306539 (Date: 2024-01-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.763Z [debug]: Order 5587041878251 (Date: 2024-01-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.763Z [debug]: Order 5587046007019 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.763Z [debug]: Order 5587056460011 (Date: 2024-01-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.763Z [debug]: Order 5587065110763 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.763Z [debug]: Order 5587074580715 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.764Z [debug]: Order 5587081068779 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.764Z [debug]: Order 5587086475499 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.764Z [debug]: Order 5587102499051 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.764Z [debug]: Order 5587106365675 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.915Z [debug]: Order 5587109380331 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:57.916Z [debug]: Order 5587109511403 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:57.916Z [debug]: Order 5587124781291 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:58.066Z [debug]: Order 5587137200363 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:58.067Z [debug]: Order 5587140935915 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:58.067Z [debug]: Order 5587153813739 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:58.067Z [debug]: Order 5587155255531 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:58.067Z [debug]: Order 5587157778667 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:58.221Z [debug]: Order 5587189268715 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:58.222Z [debug]: Order 5587189563627 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:58.222Z [debug]: Order 5587190415595 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:58.222Z [debug]: Order 5587192283371 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:58.389Z [debug]: Order 5587197788395 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:58.389Z [debug]: Order 5587218432235 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:58.390Z [debug]: Order 5587224953067 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:58.390Z [debug]: Order 5587247235307 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:58.390Z [debug]: Order 5587292094699 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:58.390Z [debug]: Order 5587348619499 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:58.390Z [debug]: Order 5587350028523 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:58.391Z [debug]: Order 5587373523179 (Date: 2024-01-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:58.391Z [debug]: Order 5587434307819 (Date: 2024-01-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
