2025-12-17T05:35:39.203Z [debug]: Order 6111679545537 (Date: 2024-09-29): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:39.203Z [debug]: Order 6111690686657 (Date: 2024-09-29): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:39.203Z [debug]: Order 6112063783105 (Date: 2024-09-29): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:39.203Z [debug]: Order 6112164577473 (Date: 2024-09-29): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:28.396Z [debug]: Order 6010430619808 (Date: 2024-09-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:28.581Z [debug]: Order 6010697646240 (Date: 2024-09-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:48:28.581Z [debug]: Order 6010813448352 (Date: 2024-09-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:28.582Z [debug]: Order 6011339636896 (Date: 2024-09-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:28.582Z [debug]: Order 6011462353056 (Date: 2024-09-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:54.486Z [debug]: Order 6111679545537 (Date: 2024-09-29): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:54.486Z [debug]: Order 6111690686657 (Date: 2024-09-29): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:54.486Z [debug]: Order 6112063783105 (Date: 2024-09-29): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:54.486Z [debug]: Order 6112164577473 (Date: 2024-09-29): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
