2025-12-17T05:37:25.832Z [debug]: Order 6298579960001 (Date: 2025-01-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:26.015Z [debug]: Order 6298956726465 (Date: 2025-01-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:37:26.015Z [debug]: Order 6299024195777 (Date: 2025-01-27): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:26.015Z [debug]: Order 6299279524033 (Date: 2025-01-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:05.854Z [debug]: Order 6168242389152 (Date: 2025-01-27): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:05.854Z [debug]: Order 6168500928672 (Date: 2025-01-27): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:05.854Z [debug]: Order 6168970068128 (Date: 2025-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:05.854Z [debug]: Order 6169071747232 (Date: 2025-01-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:38.730Z [debug]: Order 6298579960001 (Date: 2025-01-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:38.910Z [debug]: Order 6298956726465 (Date: 2025-01-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:25:38.911Z [debug]: Order 6299024195777 (Date: 2025-01-27): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:38.911Z [debug]: Order 6299279524033 (Date: 2025-01-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
