2025-12-10T18:16:33.536Z [debug]: Order 5854481547499 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:16:33.537Z [debug]: Order 5854525685995 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:33.537Z [debug]: Order 5854540202219 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.538Z [debug]: Order 5854551933163 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.538Z [debug]: Order 5854570447083 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.539Z [debug]: Order 5854599381227 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:33.539Z [debug]: Order 5854602625259 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.539Z [debug]: Order 5854626021611 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.539Z [debug]: Order 5854819975403 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.539Z [debug]: Order 5854830264555 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.540Z [debug]: Order 5854858084587 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:33.540Z [debug]: Order 5854880661739 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.540Z [debug]: Order 5854911037675 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.540Z [debug]: Order 5854918639851 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.541Z [debug]: Order 5854919852267 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:33.541Z [debug]: Order 5854924341483 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.541Z [debug]: Order 5854926536939 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:33.541Z [debug]: Order 5854929289451 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:33.541Z [debug]: Order 5854933123307 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.723Z [debug]: Order 5854949638379 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:16:33.724Z [debug]: Order 5854949933291 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.724Z [debug]: Order 5854949966059 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.724Z [debug]: Order 5854954422507 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:33.914Z [debug]: Order 5854955307243 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:16:33.915Z [debug]: Order 5854959501547 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.915Z [debug]: Order 5854963859691 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:33.916Z [debug]: Order 5854964875499 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.916Z [debug]: Order 5854966415595 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:33.916Z [debug]: Order 5854976409835 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.916Z [debug]: Order 5854978998507 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.916Z [debug]: Order 5854983291115 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.917Z [debug]: Order 5854984929515 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:33.917Z [debug]: Order 5854986961131 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.917Z [debug]: Order 5854992433387 (Date: 2024-08-07): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:33.917Z [debug]: Order 5854997709035 (Date: 2024-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
