2025-12-17T05:37:31.103Z [debug]: Order 6388173439169 (Date: 2025-03-24): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:31.103Z [debug]: Order 6388465729729 (Date: 2025-03-24): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T05:37:31.103Z [debug]: Order 6388475134145 (Date: 2025-03-24): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:31.103Z [debug]: Order 6388543226049 (Date: 2025-03-24): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:31.103Z [debug]: Order 6388876640449 (Date: 2025-03-24): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.039Z [debug]: Order 6245383700640 (Date: 2025-03-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.039Z [debug]: Order 6245437604000 (Date: 2025-03-24): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:10.040Z [debug]: Order 6245564514464 (Date: 2025-03-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.235Z [debug]: Order 6245591744672 (Date: 2025-03-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:10.236Z [debug]: Order 6245593940128 (Date: 2025-03-24): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.236Z [debug]: Order 6245594366112 (Date: 2025-03-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.237Z [debug]: Order 6245647450272 (Date: 2025-03-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.237Z [debug]: Order 6245690245280 (Date: 2025-03-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:10.237Z [debug]: Order 6245694832800 (Date: 2025-03-24): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:10.238Z [debug]: Order 6245799526560 (Date: 2025-03-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:43.949Z [debug]: Order 6388173439169 (Date: 2025-03-24): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:43.949Z [debug]: Order 6388465729729 (Date: 2025-03-24): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T06:25:43.949Z [debug]: Order 6388475134145 (Date: 2025-03-24): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:43.949Z [debug]: Order 6388543226049 (Date: 2025-03-24): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:43.950Z [debug]: Order 6388876640449 (Date: 2025-03-24): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
