2025-12-17T05:35:44.811Z [debug]: Order 5728007389377 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:44.811Z [debug]: Order 5728029900993 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:44.992Z [debug]: Order 5728404766913 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:44.992Z [debug]: Order 5728988594369 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:21.664Z [debug]: Order 5623971774624 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:21.664Z [debug]: Order 5624303550624 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:21.664Z [debug]: Order 5624440193184 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:59.514Z [debug]: Order 5728007389377 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:59.515Z [debug]: Order 5728029900993 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:59.695Z [debug]: Order 5728404766913 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:59.695Z [debug]: Order 5728988594369 (Date: 2024-01-25): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
