2025-12-17T05:37:23.555Z [debug]: Order 6624808698049 (Date: 2025-08-08): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:14.978Z [debug]: Order 6420447920288 (Date: 2025-08-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:15.179Z [debug]: Order 6420476919968 (Date: 2025-08-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:15.179Z [debug]: Order 6420690370720 (Date: 2025-08-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:15.180Z [debug]: Order 6420813873312 (Date: 2025-08-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:15.180Z [debug]: Order 6420879343776 (Date: 2025-08-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:15.180Z [debug]: Order 6420883996832 (Date: 2025-08-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:15.181Z [debug]: Order 6420909752480 (Date: 2025-08-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:15.181Z [debug]: Order 6420965458080 (Date: 2025-08-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:15.384Z [debug]: Order 6421125496992 (Date: 2025-08-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:25:36.223Z [debug]: Order 6624808698049 (Date: 2025-08-08): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
