2025-12-17T05:37:28.441Z [debug]: Order 6335208292545 (Date: 2025-02-19): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:28.441Z [debug]: Order 6336676102337 (Date: 2025-02-19): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:28.441Z [debug]: Order 6336752615617 (Date: 2025-02-19): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:28.441Z [debug]: Order 6336911278273 (Date: 2025-02-19): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:07.398Z [debug]: Order 6197943861408 (Date: 2025-02-19): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:07.398Z [debug]: Order 6197963358368 (Date: 2025-02-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:07.398Z [debug]: Order 6197981282464 (Date: 2025-02-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:41.385Z [debug]: Order 6335208292545 (Date: 2025-02-19): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:41.385Z [debug]: Order 6336676102337 (Date: 2025-02-19): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:41.386Z [debug]: Order 6336752615617 (Date: 2025-02-19): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:41.386Z [debug]: Order 6336911278273 (Date: 2025-02-19): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
