2025-12-10T18:18:28.089Z [debug]: Order 5976403706091 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.089Z [debug]: Order 5976412782827 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.089Z [debug]: Order 5976443257067 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.089Z [debug]: Order 5976455250155 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.090Z [debug]: Order 5976458854635 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.090Z [debug]: Order 5976519540971 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.090Z [debug]: Order 5976527012075 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.090Z [debug]: Order 5976641929451 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.090Z [debug]: Order 5976831590635 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.090Z [debug]: Order 5976831885547 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.091Z [debug]: Order 5976841617643 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.091Z [debug]: Order 5976861737195 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.092Z [debug]: Order 5976862818539 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.092Z [debug]: Order 5976872354027 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.092Z [debug]: Order 5976877334763 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.092Z [debug]: Order 5976884248811 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.291Z [debug]: Order 5976890015979 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:28.292Z [debug]: Order 5976900010219 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.292Z [debug]: Order 5976910987499 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.292Z [debug]: Order 5976941625579 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.292Z [debug]: Order 5976947327211 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.292Z [debug]: Order 5976966693099 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.292Z [debug]: Order 5976967348459 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.293Z [debug]: Order 5976968560875 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.293Z [debug]: Order 5976968593643 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.293Z [debug]: Order 5976981700843 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.293Z [debug]: Order 5976989696235 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.489Z [debug]: Order 5976992022763 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:28.679Z [debug]: Order 5976996905195 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.679Z [debug]: Order 5976998281451 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.679Z [debug]: Order 5977010045163 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.680Z [debug]: Order 5977017942251 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.680Z [debug]: Order 5977029083371 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:28.890Z [debug]: Order 5977029148907 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:28.891Z [debug]: Order 5977032491243 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.891Z [debug]: Order 5977033965803 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:18:28.891Z [debug]: Order 5977039864043 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:29.080Z [debug]: Order 5977039929579 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:18:29.080Z [debug]: Order 5977042845931 (Date: 2024-11-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:18:29.081Z [debug]: Order 5977050906859 (Date: 2024-11-02): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
