2025-12-17T05:37:23.038Z [debug]: Order 6426329186497 (Date: 2025-04-18): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.380Z [debug]: Order 6275936845984 (Date: 2025-04-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.380Z [debug]: Order 6275981312160 (Date: 2025-04-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.381Z [debug]: Order 6275982098592 (Date: 2025-04-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.381Z [debug]: Order 6276009132192 (Date: 2025-04-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.381Z [debug]: Order 6276025057440 (Date: 2025-04-18): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.381Z [debug]: Order 6276050256032 (Date: 2025-04-18): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.382Z [debug]: Order 6276057399456 (Date: 2025-04-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.382Z [debug]: Order 6276265377952 (Date: 2025-04-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.382Z [debug]: Order 6276809425056 (Date: 2025-04-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.382Z [debug]: Order 6276890984608 (Date: 2025-04-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.382Z [debug]: Order 6276903305376 (Date: 2025-04-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.382Z [debug]: Order 6276918116512 (Date: 2025-04-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:22.858Z [debug]: Order 6276986601632 (Date: 2025-04-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:22.858Z [debug]: Order 6277179736224 (Date: 2025-04-18): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:34.899Z [debug]: Order 6426329186497 (Date: 2025-04-18): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
