2025-12-10T18:23:12.269Z [debug]: Order 6311145242859 (Date: 2025-06-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:12.270Z [debug]: Order 6311180665067 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.270Z [debug]: Order 6311666122987 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.270Z [debug]: Order 6311671857387 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.270Z [debug]: Order 6311682867435 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.270Z [debug]: Order 6311744864491 (Date: 2025-06-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.270Z [debug]: Order 6311746371819 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.270Z [debug]: Order 6311782056171 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.271Z [debug]: Order 6311811023083 (Date: 2025-06-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:12.271Z [debug]: Order 6311834222827 (Date: 2025-06-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:12.271Z [debug]: Order 6311841825003 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.271Z [debug]: Order 6311849427179 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.271Z [debug]: Order 6311850148075 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.271Z [debug]: Order 6311859355883 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.271Z [debug]: Order 6311861158123 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.272Z [debug]: Order 6311927120107 (Date: 2025-06-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:12.272Z [debug]: Order 6311944028395 (Date: 2025-06-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:12.272Z [debug]: Order 6311955562731 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.272Z [debug]: Order 6311985807595 (Date: 2025-06-24): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.272Z [debug]: Order 6311990460651 (Date: 2025-06-24): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.272Z [debug]: Order 6312009007339 (Date: 2025-06-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.272Z [debug]: Order 6312009957611 (Date: 2025-06-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:12.273Z [debug]: Order 6312037384427 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.273Z [debug]: Order 6312049344747 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.273Z [debug]: Order 6312050753771 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.273Z [debug]: Order 6312092336363 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.273Z [debug]: Order 6312184971499 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.273Z [debug]: Order 6312238842091 (Date: 2025-06-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:12.274Z [debug]: Order 6312251457771 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.274Z [debug]: Order 6312258568427 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.274Z [debug]: Order 6312290124011 (Date: 2025-06-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:12.274Z [debug]: Order 6312332329195 (Date: 2025-06-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.274Z [debug]: Order 6312344355051 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:12.274Z [debug]: Order 6312353595627 (Date: 2025-06-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:12.275Z [debug]: Order 6312380334315 (Date: 2025-06-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-11T04:17:13.364Z [debug]: Order 6484002341171 (Date: 2025-06-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:17:13.364Z [debug]: Order 6484684177715 (Date: 2025-06-24): Payment Gateways: [PortOne Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-11T04:17:13.539Z [debug]: Order 6484745158963 (Date: 2025-06-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-11T04:17:13.540Z [debug]: Order 6485032993075 (Date: 2025-06-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:17:13.540Z [debug]: Order 6485249655091 (Date: 2025-06-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:17:13.540Z [debug]: Order 6485317058867 (Date: 2025-06-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
