2025-12-10T18:17:17.198Z [debug]: Order 5787063353579 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:17.198Z [debug]: Order 5787069579499 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.199Z [debug]: Order 5787077017835 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:17.199Z [debug]: Order 5787104870635 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.363Z [debug]: Order 5787146256619 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:17.364Z [debug]: Order 5787214840043 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:17.364Z [debug]: Order 5787310751979 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.364Z [debug]: Order 5787328774379 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:17.365Z [debug]: Order 5787446837483 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:17.365Z [debug]: Order 5787457126635 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.365Z [debug]: Order 5787457487083 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.365Z [debug]: Order 5787467448555 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.365Z [debug]: Order 5787467481323 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.366Z [debug]: Order 5787485864171 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.366Z [debug]: Order 5787493990635 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:17.528Z [debug]: Order 5787497267435 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:17.529Z [debug]: Order 5787498086635 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.529Z [debug]: Order 5787502346475 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.530Z [debug]: Order 5787503460587 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.530Z [debug]: Order 5787505098987 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.530Z [debug]: Order 5787513258219 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:17.530Z [debug]: Order 5787517354219 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.687Z [debug]: Order 5787519156459 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:17.844Z [debug]: Order 5787529347307 (Date: 2024-06-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:17.844Z [debug]: Order 5787534164203 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.844Z [debug]: Order 5787535311083 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:17.845Z [debug]: Order 5787537309931 (Date: 2024-06-17): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
