2025-12-17T05:35:33.934Z [debug]: Order 6014580424897 (Date: 2024-08-01): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:33.936Z [debug]: Order 6014819074241 (Date: 2024-08-01): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:34.151Z [debug]: Order 6014920917185 (Date: 2024-08-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:34.153Z [debug]: Order 6015197872321 (Date: 2024-08-01): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:34.153Z [debug]: Order 6015289852097 (Date: 2024-08-01): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:34.154Z [debug]: Order 6015308955841 (Date: 2024-08-01): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:34.155Z [debug]: Order 6015536169153 (Date: 2024-08-01): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:45.290Z [debug]: Order 6014580424897 (Date: 2024-08-01): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:45.290Z [debug]: Order 6014819074241 (Date: 2024-08-01): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:45.438Z [debug]: Order 6014920917185 (Date: 2024-08-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:45.438Z [debug]: Order 6015197872321 (Date: 2024-08-01): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:45.438Z [debug]: Order 6015289852097 (Date: 2024-08-01): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:45.438Z [debug]: Order 6015308955841 (Date: 2024-08-01): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:45.438Z [debug]: Order 6015536169153 (Date: 2024-08-01): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:20.644Z [debug]: Order 5920858276000 (Date: 2024-08-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:20.644Z [debug]: Order 5921974452384 (Date: 2024-08-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:20.645Z [debug]: Order 5922115649696 (Date: 2024-08-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:31.536Z [debug]: Order 5920858276000 (Date: 2024-08-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:31.536Z [debug]: Order 5921974452384 (Date: 2024-08-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:31.536Z [debug]: Order 5922115649696 (Date: 2024-08-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:48.694Z [debug]: Order 6014580424897 (Date: 2024-08-01): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:48.696Z [debug]: Order 6014819074241 (Date: 2024-08-01): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:48.925Z [debug]: Order 6014920917185 (Date: 2024-08-01): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:48.926Z [debug]: Order 6015197872321 (Date: 2024-08-01): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:48.927Z [debug]: Order 6015289852097 (Date: 2024-08-01): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:48.928Z [debug]: Order 6015308955841 (Date: 2024-08-01): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:48.928Z [debug]: Order 6015536169153 (Date: 2024-08-01): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
