2025-12-10T18:23:10.645Z [debug]: Order 6293034631403 (Date: 2025-06-12): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.645Z [debug]: Order 6293446459627 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.645Z [debug]: Order 6293544468715 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.646Z [debug]: Order 6293565735147 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.646Z [debug]: Order 6293578514667 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.646Z [debug]: Order 6293620097259 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.646Z [debug]: Order 6293737111787 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.647Z [debug]: Order 6293738717419 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.647Z [debug]: Order 6293807464683 (Date: 2025-06-12): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.647Z [debug]: Order 6293816049899 (Date: 2025-06-12): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:10.647Z [debug]: Order 6293832335595 (Date: 2025-06-12): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.647Z [debug]: Order 6293839511787 (Date: 2025-06-12): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:10.647Z [debug]: Order 6293861433579 (Date: 2025-06-12): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:10.647Z [debug]: Order 6293899804907 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.648Z [debug]: Order 6293962424555 (Date: 2025-06-12): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:10.648Z [debug]: Order 6293964947691 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.648Z [debug]: Order 6293968781547 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.648Z [debug]: Order 6293991260395 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.830Z [debug]: Order 6294050308331 (Date: 2025-06-12): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:10.831Z [debug]: Order 6294061973739 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.831Z [debug]: Order 6294310846699 (Date: 2025-06-12): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:10.831Z [debug]: Order 6294437986539 (Date: 2025-06-12): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:10.831Z [debug]: Order 6294636396779 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.832Z [debug]: Order 6294643900651 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:10.832Z [debug]: Order 6294713467115 (Date: 2025-06-12): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-11T04:17:12.299Z [debug]: Order 6465562378547 (Date: 2025-06-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:17:12.475Z [debug]: Order 6466043183411 (Date: 2025-06-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-11T04:17:12.475Z [debug]: Order 6466136604979 (Date: 2025-06-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
