2025-12-17T05:35:43.458Z [debug]: Order 5929322184897 (Date: 2024-06-10): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:43.458Z [debug]: Order 5929400533185 (Date: 2024-06-10): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:26.232Z [debug]: Order 5837514997920 (Date: 2024-06-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:26.232Z [debug]: Order 5837870301344 (Date: 2024-06-10): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:26.426Z [debug]: Order 5837986431136 (Date: 2024-06-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:48:26.426Z [debug]: Order 5838311096480 (Date: 2024-06-10): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:26.426Z [debug]: Order 5838649491616 (Date: 2024-06-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:26.426Z [debug]: Order 5838692221088 (Date: 2024-06-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:26.617Z [debug]: Order 5838693662880 (Date: 2024-06-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:57.649Z [debug]: Order 5929322184897 (Date: 2024-06-10): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:57.649Z [debug]: Order 5929400533185 (Date: 2024-06-10): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
