2025-12-17T05:37:26.211Z [debug]: Order 6301506470081 (Date: 2025-01-29): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:26.211Z [debug]: Order 6301981442241 (Date: 2025-01-29): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:26.211Z [debug]: Order 6302057267393 (Date: 2025-01-29): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:05.855Z [debug]: Order 6170830635168 (Date: 2025-01-29): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:05.855Z [debug]: Order 6171028029600 (Date: 2025-01-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:05.855Z [debug]: Order 6171070300320 (Date: 2025-01-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:05.855Z [debug]: Order 6171286438048 (Date: 2025-01-29): Payment Gateways: [Cards, UPI, NB by PayU India, manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:05.855Z [debug]: Order 6171672084640 (Date: 2025-01-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:39.094Z [debug]: Order 6301506470081 (Date: 2025-01-29): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:39.094Z [debug]: Order 6301981442241 (Date: 2025-01-29): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:39.095Z [debug]: Order 6302057267393 (Date: 2025-01-29): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
