2025-12-17T05:37:25.750Z [debug]: Order 6692931305665 (Date: 2025-09-15): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.750Z [debug]: Order 6693590040769 (Date: 2025-09-15): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:25.750Z [debug]: Order 6694125699265 (Date: 2025-09-15): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:30.622Z [debug]: Order 6468362895520 (Date: 2025-09-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:30.818Z [debug]: Order 6468669341856 (Date: 2025-09-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:30.818Z [debug]: Order 6468865130656 (Date: 2025-09-15): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:30.819Z [debug]: Order 6468997480608 (Date: 2025-09-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:30.819Z [debug]: Order 6469066457248 (Date: 2025-09-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:38.472Z [debug]: Order 6692931305665 (Date: 2025-09-15): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:38.473Z [debug]: Order 6693590040769 (Date: 2025-09-15): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:38.473Z [debug]: Order 6694125699265 (Date: 2025-09-15): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
