2025-12-10T18:16:49.477Z [debug]: Order 5873274192107 (Date: 2024-08-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:49.477Z [debug]: Order 5873324097771 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.477Z [debug]: Order 5873329570027 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.477Z [debug]: Order 5873338351851 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.477Z [debug]: Order 5873390321899 (Date: 2024-08-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:49.478Z [debug]: Order 5873598103787 (Date: 2024-08-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:49.478Z [debug]: Order 5873692508395 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.478Z [debug]: Order 5873710301419 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.478Z [debug]: Order 5873717674219 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.478Z [debug]: Order 5873729077483 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.478Z [debug]: Order 5873730060523 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.479Z [debug]: Order 5873738678507 (Date: 2024-08-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:49.479Z [debug]: Order 5873745068267 (Date: 2024-08-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:49.479Z [debug]: Order 5873748869355 (Date: 2024-08-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:49.479Z [debug]: Order 5873749655787 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.479Z [debug]: Order 5873758011627 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.479Z [debug]: Order 5873762762987 (Date: 2024-08-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:49.479Z [debug]: Order 5873773117675 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.480Z [debug]: Order 5873774723307 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.480Z [debug]: Order 5873776328939 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:49.480Z [debug]: Order 5873785077995 (Date: 2024-08-20): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
